"n","policy","mean_risk","lib_id","task_id","lib_label","task_label"
1,"Exact",2.33531956064761,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
2,"Exact",1.13033877798421,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
3,"Exact",0.756412497080063,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
4,"Exact",0.567748261341913,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
5,"Exact",0.454124405987418,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
6,"Exact",0.378494206781823,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
7,"Exact",0.324293987566365,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
8,"Exact",0.283807339688435,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
9,"Exact",0.252193364260512,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
10,"Exact",0.226965641686203,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
11,"Exact",0.20600822907597,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
12,"Exact",0.188693356876729,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
13,"Exact",0.174090381031461,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
14,"Exact",0.161625417065539,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
15,"Exact",0.150855235765118,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
16,"Exact",0.141467031895324,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
17,"Exact",0.133177999838263,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
18,"Exact",0.125814079389769,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
19,"Exact",0.119218432689117,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
20,"Exact",0.113295369646048,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
21,"Exact",0.107936872451837,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
22,"Exact",0.103071007058774,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
23,"Exact",0.0986122072679669,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
24,"Exact",0.0945360456787541,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
25,"Exact",0.0907693227440723,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
26,"Exact",0.0872894480558057,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
27,"Exact",0.0840743059183018,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
28,"Exact",0.0810901748592574,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
29,"Exact",0.0783107723015228,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
30,"Exact",0.0757061794783637,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
31,"Exact",0.0732756182503609,3,"Bures","Library 3: Pauli-6 + Tetrahedral POVM","Bures"
