"n","policy","mean_risk","lib_id","task_id","lib_label","task_label"
1,"Exact",3.98249989404694,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
2,"Exact",2.00318250901204,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
3,"Exact",1.33785804942399,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
4,"Exact",1.00396235126994,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
5,"Exact",0.803878507920205,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
6,"Exact",0.670908729588672,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
7,"Exact",0.574858609681736,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
8,"Exact",0.50333925803705,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
9,"Exact",0.447458875802263,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
10,"Exact",0.402798169912024,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
11,"Exact",0.364441720688333,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
12,"Exact",0.332889759176578,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
13,"Exact",0.306461157040626,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
14,"Exact",0.284019769337589,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
15,"Exact",0.264699769136301,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
16,"Exact",0.247893573733911,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
17,"Exact",0.233107851954612,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
18,"Exact",0.220025274047507,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
19,"Exact",0.208331700118304,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
20,"Exact",0.197839773911296,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
21,"Exact",0.188358881107492,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
22,"Exact",0.179750662340149,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
23,"Exact",0.171908004117676,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
24,"Exact",0.164718053785357,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
25,"Exact",0.15811300826112,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
26,"Exact",0.152013535702283,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
27,"Exact",0.146378434268273,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
28,"Exact",0.141142548622643,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
29,"Exact",0.13626808494686,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
30,"Exact",0.131717261130718,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
31,"Exact",0.127470409516161,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
32,"Exact",0.123486703073342,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
33,"Exact",0.119746705780682,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
34,"Exact",0.116226854360336,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
35,"Exact",0.112907575898138,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
36,"Exact",0.109770042388996,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
37,"Exact",0.106802612408506,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
38,"Exact",0.103991938755374,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
39,"Exact",0.101323509848795,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
40,"Exact",0.0987893987057625,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
41,"Exact",0.0963798867076484,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
42,"Exact",0.0940822922283115,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
43,"Exact",0.0918933212806811,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
44,"Exact",0.0898064245630182,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
45,"Exact",0.0878107413539684,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
46,"Exact",0.0858988205448116,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
47,"Exact",0.0840708143304876,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
48,"Exact",0.0823206041286776,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
49,"Exact",0.0806395990697552,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
50,"Exact",0.0790275769926684,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
1,"GI1",3.98249989404694,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
2,"GI1",2.00318250901204,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
3,"GI1",1.34111418203023,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
4,"GI1",1.0079272549695,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
5,"GI1",0.806727019746748,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
6,"GI1",0.672228571498515,3,"Frob","Library 3: Pauli-6 + Tetrahedral POVM","Frobenius"
